depth	true_age	age	sigma_age	ref	sigma_ref
0.0	1983.0				
2.5	1970.3621528769331	1970.0	0.5		
27.75	1835.9380096271893	1836.0	1.0		
35.25	1787.985925812459	1787.0	1.0		
54.0	1660.4448704502504	1660.0	1.5		
72.5	1559.031095649892	1559.0	2.0		
78.75	1509.7923551358235	1512.0	1.5		
96.75	1279.2099002080572	1278.0	2.5		
98.0	1270.8745193310106	1271.0	4.0		
98.99	1267.2772720618545			-8.83181249694599	0.1
98.75	1268.1493320058923			-8.633077741678743	0.1
98.51	1269.0213919499301			-8.673233697459846	0.1
98.27	1269.893451893968			-8.805665688699637	0.1
98.03	1270.7655118380058			-8.768871598717146	0.1
97.79	1272.2748633183544			-8.6687616643054	0.1
97.55	1273.8752564467472			-8.680656367869062	0.1
97.31	1275.4756495751403			-8.639539661939766	0.1
97.07	1277.0760427035332			-8.553369772977396	0.1
96.83	1278.676435831926			-8.614357927089745	0.1
96.59	1280.276828960319			-8.3589885892135	0.1
96.35	1281.877222088712			-8.598776833785287	0.1
96.11	1283.4776152171048			-8.603298939954474	0.1
95.87	1284.5488441297073			-8.625999174063974	0.1
95.63	1285.1723187058712			-8.718894055409026	0.1
95.38	1285.8217713893755			-8.504470406160724	0.1
95.14	1286.4452459655397			-8.319997443923034	0.1
94.9	1287.0687205417037			-8.532159670099697	0.1
94.66	1287.6921951178679			-8.683748626284185	0.1
94.41	1288.3416478013721			-8.631778843761781	0.1
94.17	1288.965122377536			-8.587782480930327	0.1
93.92	1289.6160473229477			-8.67951275676853	0.1
93.68	1290.2439386848334			-8.72180442561549	0.1
93.43	1290.897992186798			-8.885351952378691	0.1
93.19	1291.5258835486839			-8.702631377692612	0.1
92.94	1292.1799370506485			-8.704648213258013	0.1
92.7	1292.8078284125343			-8.605908982765055	0.1
92.45	1293.461881914499			-8.595408547098883	0.1
92.21	1294.0897732763847			-8.695235989331602	0.1
91.96	1294.8611258688827			-9.001879063688326	0.1
91.72	1296.192811773969			-9.102637444728224	0.1
91.47	1297.5799845917672			-9.098737953361736	0.1
91.23	1298.9116704968535			-8.958330845215444	0.1
90.98	1300.2988433146518			-9.06146046745135	0.1
90.74	1301.6305292197383			-8.80734718198179	0.1
90.49	1303.0177020375365			-8.90798621671406	0.1
90.25	1304.3493879426228			-8.909535501577487	0.1
90.0	1305.736560760421			-8.837316512010927	0.1
89.76	1309.8877435429906			-8.748251263336654	0.1
89.51	1314.2118922748339			-8.897454532179749	0.1
89.27	1318.3630750574039			-8.400474878794011	0.1
89.03	1322.5142578399732			-8.375242907352805	0.1
88.79	1326.6654406225427			-8.447650351544208	0.1
88.54	1330.9895893543862			-8.970883601693533	0.1
88.3	1335.140772136956			-9.087691397410046	0.1
88.06	1339.2919549195256			-8.9421967785558	0.1
87.82	1344.0689979975741			-8.76458734342376	0.1
87.57	1349.2623971398045			-8.581424479124927	0.1
87.33	1354.2480603163456			-8.384983576388436	0.1
87.09	1359.2337234928868			-8.162574754294699	0.1
86.84	1364.4271226351173			-8.1247752875114	0.1
86.6	1369.4127858116585			-8.359792393288268	0.1
86.36	1374.3984489881998			-8.822497287159884	0.1
86.12	1379.3841121647408			-9.07945256971835	0.1
85.87	1382.3574415171008			-8.972127453905122	0.1
85.63	1383.2445143123425			-8.9988629978135	0.1
85.39	1384.1315871075842			-8.782498722524743	0.1
85.15	1385.018659902826			-8.779332175227214	0.1
84.9	1385.942694064536			-8.859061381021439	0.1
84.64	1386.9036895927147			-8.90276962058329	0.1
84.38	1387.8646851208932			-8.759875839867757	0.1
84.12	1388.8256806490717			-8.638531086908037	0.1
83.87	1395.5438985775056			-8.605903753897701	0.1
83.61	1408.0932616391324			-8.596390193326734	0.1
83.35	1420.642624700759			-8.93754115704698	0.1
83.09	1433.191987762385			-8.93125319687379	0.1
82.84	1445.258683013949			-8.958067007556835	0.1
82.58	1457.8080460755755			-9.11228143951982	0.1
82.32	1470.3574091372022			-8.931580023071037	0.1
82.06	1482.9067721988283			-8.737886727728286	0.1
81.8	1487.8658168076556			-8.696381650350128	0.1
81.55	1490.4446139932204			-8.785037660266568	0.1
81.29	1493.1265630662078			-8.451801191431969	0.1
81.03	1495.8085121391953			-8.61232155989551	0.1
80.77	1498.4904612121827			-8.702964852870476	0.1
80.52	1501.0692583977475			-9.080516565842363	0.1
80.26	1503.751207470735			-9.133654815105881	0.1
80.0	1506.4331565437224			-8.91627983638974	0.1
79.78	1507.0243754959322			-9.10291333715116	0.1
79.56	1507.615594448142			-8.90854441247941	0.1
79.34	1508.2068134003518			-8.972044436291847	0.1
79.12	1508.7980323525617			-8.92663729439796	0.1
78.89	1509.4161248935081			-8.7805407809515	0.1
78.45	1510.5985627979278			-8.837138986359845	0.1
78.01	1511.7810007023475			-9.05492645107999	0.1
77.57	1512.640529065025			-8.814012276986166	0.1
77.12	1513.5119119679862			-8.470855310432917	0.1
76.68	1514.363930806437			-8.301761784685326	0.1
76.24	1515.2159496448883			-8.441480095872915	0.1
75.8	1519.86690135344			-8.544906514658143	0.1
75.35	1529.2858832141276			-8.636228623430764	0.1
74.92	1538.2862436587845			-8.496413135779166	0.1
74.5	1547.0772933954265			-8.592634112312371	0.1
74.09	1555.659032424053			-8.688395314540486	0.1
73.68	1557.8603257249802			-8.711061264333916	0.1
73.26	1558.2770404440166			-8.764138678361865	0.1
72.85	1558.6838333840283			-8.831536600481623	0.1
72.44	1559.0906263240402			-8.727858728294665	0.1
72.02	1559.5073410430764			-8.977839089135621	0.1
71.61	1561.8922298083608			-9.070646753578753	0.1
71.2	1564.3785593851976			-9.084728622949413	0.1
70.79	1566.8648889620345			-8.948997864850593	0.1
70.37	1569.4118607236721			-8.782180297143672	0.1
69.95	1571.7940680196805			-8.578420622902055	0.1
69.47	1573.1231540200815			-8.975747198373154	0.1
68.98	1574.4799293121573			-8.964058844390129	0.1
68.5	1575.8090153125581			-9.203597140803325	0.1
68.01	1577.1657906046341			-9.191297369087975	0.1
67.52	1579.7833893094698			-9.265772712486879	0.1
67.04	1582.3732987226304			-9.130972770557193	0.1
66.55	1585.0171645818987			-8.747689883283126	0.1
66.07	1587.6070739950594			-8.858122054778516	0.1
65.58	1590.0622111575358			-8.556166438904283	0.1
65.1	1592.4364306315058			-8.77196986848965	0.1
64.61	1594.8601130111836			-8.583847490909015	0.1
64.12	1597.2837953908613			-8.295151174895299	0.1
63.63	1599.5777322535946			-8.584233076252122	0.1
63.14	1601.8295894892108			-8.738438162343044	0.1
62.65	1604.081446724827			-8.81275954150135	0.1
62.16	1606.3333039604431			-8.640978202289558	0.1
61.67	1607.7038414178496			-8.580339397588608	0.1
61.18	1608.6470723161242			-8.660426592798503	0.1
60.69	1609.5903032143985			-8.765986985846627	0.1
60.2	1610.5335341126731			-8.543800167149497	0.1
59.76	1611.639332996692			-8.596398320571927	0.1
59.35	1612.870711076121			-8.778291007431362	0.1
58.95	1614.0720555438568			-8.725347077911119	0.1
58.55	1615.2734000115925			-8.608616650876936	0.1
58.15	1616.4747444793281			-8.783509033640142	0.1
57.74	1621.0300122107474			-8.724985046275108	0.1
57.34	1627.3450330661599			-8.585082592799187	0.1
56.94	1633.6600539215726			-8.950302398167382	0.1
56.53	1640.1329502983706			-8.75364550364415	0.1
56.13	1646.447971153783			-8.516747669736375	0.1
55.73	1650.1128627967842			-8.833758348943695	0.1
55.32	1652.561488888068			-8.777221332840485	0.1
54.91	1655.010114979352			-8.523755378308495	0.1
54.43	1657.876799183782			-8.498923701315668	0.1
53.96	1660.5285068734352			-8.516847644443988	0.1
53.49	1661.511234845857			-8.747245231904966	0.1
53.02	1662.4939628182785			-8.714075938646461	0.1
52.55	1663.4766907907			-8.610735985300613	0.1
52.08	1664.459418763122			-8.929557465974908	0.1
51.6	1666.3177547751563			-8.849088682221193	0.1
51.13	1668.3047539948125			-8.816549442401246	0.1
50.66	1670.2917532144688			-8.86854996768193	0.1
50.19	1672.278752434125			-8.70579776291979	0.1
49.71	1674.2255079299414			-8.842199444705209	0.1
49.22	1676.1576294511194			-8.869322364594106	0.1
48.74	1678.050319920845			-8.726694024158233	0.1
48.25	1679.982441442023			-8.595097364343571	0.1
47.77	1682.0379998862177			-8.810423700028316	0.1
47.28	1684.317101005178			-8.810123059909346	0.1
46.8	1686.5496898564047			-8.929881301075342	0.1
46.31	1688.828790975365			-8.987000598743881	0.1
46.17	1689.4799627236396			-8.65581691720217	0.1
45.83	1690.7977627500914			-8.645329770830838	0.1
45.68	1691.2628434633052			-8.695986300876209	0.1
45.58	1691.5728972721145			-9.012045347103543	0.1
45.34	1692.3170264132568			-8.804503354748823	0.1
44.87	1693.7742793146606			-8.742445544268993	0.1
44.42	1695.1695214543024			-8.877827220919285	0.1
43.98	1696.7662685088428			-8.630963923877852	0.1
43.54	1703.245731774753			-8.871747059311682	0.1
43.1	1709.7251950406633			-8.935571652243699	0.1
42.65	1716.3519188353443			-8.61699827169312	0.1
42.21	1722.8313821012546			-8.55959643707781	0.1
41.77	1728.7753744678741			-8.859891588423602	0.1
41.33	1734.2304586220982			-8.689306649771423	0.1
40.88	1739.8095219616453			-8.84336391887951	0.1
40.44	1745.2646061158694			-8.689727240544814	0.1
40.0	1750.7196902700932			-8.698227872426376	0.1
39.55	1757.0869058633484			-8.60887278274407	0.1
39.11	1763.3126277767533			-8.654831270582	0.1
38.66	1769.6798433700085			-8.593080824520342	0.1
38.21	1776.0470589632635			-8.337303951187902	0.1
37.77	1779.4989577810484			-8.688324789408993	0.1
37.32	1780.4391281872208			-8.674403393075591	0.1
36.88	1781.3584059177003			-8.642717857305426	0.1
36.43	1782.2985763238728			-8.758834372523225	0.1
35.98	1783.3246670968945			-8.467977015715746	0.1
35.54	1786.1341928980567			-8.596665301997858	0.1
35.09	1789.0075715583362			-8.42773152533299	0.1
34.65	1791.8170973594983			-8.474136008842517	0.1
34.2	1794.6904760197779			-8.710237599329691	0.1
33.76	1797.5698129251525			-8.535411117879384	0.1
33.32	1800.5073257507045			-8.3754793954425	0.1
32.88	1803.4448385762564			-8.256017552216033	0.1
32.43	1806.4491130569345			-8.607127758121692	0.1
31.99	1809.3919237100533			-8.593439475526964	0.1
