depth	true_age	age	sigma_age	ref	sigma_ref
0.0	1983.0				
2.5	1959.19746247058	1970.0	20.0		
2.5	1959.19746247058	1969.0	20.0		
27.75	1813.5589816228007	1836.0	20.0		
35.25	1744.5855292512917	1787.0	20.0		
54.0	1663.9196371526261	1660.0	20.0		
72.5	1570.6685201073385	1559.0	20.0		
78.75	1495.3751606353073	1512.0	20.0		
96.75	1314.9386441021077	1278.0	20.0		
98.0	1288.7784384390143	1271.0	20.0		
98.99	1272.3466493430938			-8.8283036787036	0.1
98.75	1276.3301133663472			-8.627382858906705	0.1
98.51	1280.3135773896006			-8.418469149307619	0.1
98.27	1284.2970414128542			-8.67835470706053	0.1
98.03	1288.2805054361077			-8.561064407002043	0.1
97.79	1293.1733529904138			-8.6926669955643	0.1
97.55	1298.1961124777279			-9.128045527313672	0.1
97.31	1303.2188719650417			-8.898610719000228	0.1
97.07	1308.241631452356			-8.88352751690262	0.1
96.83	1313.2643909396697			-8.737838363393587	0.1
96.59	1318.2871504269835			-8.75509675879639	0.1
96.35	1323.3099099142976			-8.589924331755014	0.1
96.11	1328.3326694016114			-8.810147478641186	0.1
95.87	1331.568328564272			-9.013356116666646	0.1
95.63	1333.2918259137641			-8.834856070297965	0.1
95.38	1335.0871356528187			-8.92868761714583	0.1
95.14	1336.8106330023109			-8.871670152144304	0.1
94.9	1338.5341303518032			-8.920845387782613	0.1
94.66	1340.2576277012954			-8.899850300925845	0.1
94.41	1342.05293744035			-8.801499915457125	0.1
94.17	1343.7764347898421			-8.877445384004675	0.1
93.92	1345.3547779766777			-8.733356747681283	0.1
93.68	1346.4273756695134			-8.649221752288389	0.1
93.43	1347.544664932884			-8.557297127303391	0.1
93.19	1348.6172626257196			-8.561197298173838	0.1
92.94	1349.73455188909			-8.529333639996365	0.1
92.7	1350.8071495819256			-8.474155851611568	0.1
92.45	1351.924438845296			-8.289919289409479	0.1
92.21	1352.9970365381316			-8.44951380634859	0.1
91.96	1354.096768807095			-8.375450133587744	0.1
91.72	1355.064024533488			-8.395841565276086	0.1
91.47	1356.0715825818138			-8.690188621500226	0.1
91.23	1357.0388383082068			-8.35054667165024	0.1
90.98	1358.0463963565328			-8.294978243832587	0.1
90.74	1359.0136520829258			-8.255829773732811	0.1
90.49	1360.0212101312518			-8.382268519712786	0.1
90.25	1360.9884658576445			-8.392551072558337	0.1
90.0	1361.9960239059706			-8.329920945849933	0.1
89.76	1362.7054227688543			-8.21805847904959	0.1
89.51	1363.4443799176918			-8.26999482466795	0.1
89.27	1364.1537787805757			-8.186917858586716	0.1
89.03	1364.8631776434595			-8.456713654500128	0.1
88.79	1365.5725765063432			-8.195843085982617	0.1
88.54	1366.3115336551807			-8.105503961657359	0.1
88.3	1367.0209325180647			-8.393159500181957	0.1
88.06	1367.7303313809484			-8.298098921291835	0.1
87.82	1374.9891495777351			-9.034219337604798	0.1
87.57	1384.8245224681036			-9.096835261679379	0.1
87.33	1394.2664804428573			-8.726478929192933	0.1
87.09	1403.7084384176108			-8.81057381564936	0.1
86.84	1413.5438113079792			-8.666970223314577	0.1
86.6	1422.9857692827336			-8.801359015365614	0.1
86.36	1432.427727257487			-8.880279352377162	0.1
86.12	1441.8696852322407			-8.822140887613592	0.1
85.87	1447.4604326847464			-8.741105400057169	0.1
85.63	1449.0661590819068			-8.917170973889455	0.1
85.39	1450.6718854790672			-8.781840647819047	0.1
85.15	1452.2776118762276			-8.815900144287623	0.1
84.9	1453.9502435399363			-8.92363685542278	0.1
84.64	1455.6897804701937			-8.952340977328296	0.1
84.38	1457.4293174004508			-8.793448027735716	0.1
84.12	1459.1688543307077			-9.227587133376872	0.1
83.87	1460.7224272797469			-9.028925494986073	0.1
83.61	1462.2238467806646			-9.084555497325564	0.1
83.35	1463.7252662815824			-8.951053911843081	0.1
83.09	1465.2266857825002			-8.902819079500025	0.1
82.84	1466.6703583795365			-8.93830634550777	0.1
82.58	1468.1717778804543			-9.108672986119856	0.1
82.32	1469.6731973813721			-8.661654446556897	0.1
82.06	1471.17461688229			-8.823502321663227	0.1
81.8	1472.0514279152567			-8.939941565483892	0.1
81.55	1472.7143399273543			-8.810129503553378	0.1
81.29	1473.4037684199361			-8.92151295533531	0.1
81.03	1474.0931969125177			-8.998690253386277	0.1
80.77	1474.7826254050992			-8.80786863586006	0.1
80.52	1475.445537417197			-8.695515915319088	0.1
80.26	1476.1349659097787			-8.600420259276776	0.1
80.0	1476.8243944023602			-8.77871315803476	0.1
79.78	1480.089329259359			-8.732613435621767	0.1
79.56	1483.3542641163576			-8.815010310410493	0.1
79.34	1486.6191989733563			-8.731425199519997	0.1
79.12	1489.884133830355			-8.594554050798427	0.1
78.89	1493.2974748172173			-8.6309396527311	0.1
78.45	1499.8273445312147			-8.912576188248886	0.1
78.01	1506.3572142452122			-8.93192637535924	0.1
77.57	1512.917896882155			-8.664257687000498	0.1
77.12	1519.6284188081677			-8.410168393046636	0.1
76.68	1526.1898180247138			-8.349623679749477	0.1
76.24	1532.7512172412598			-8.486861891967415	0.1
75.8	1538.0219434087255			-8.647443539957989	0.1
75.35	1541.8284509743078			-8.77150963411248	0.1
74.92	1545.465780425864			-8.555193556401974	0.1
74.5	1549.0185208204075			-8.307279400021772	0.1
74.09	1552.4866721579378			-8.35448073141791	0.1
73.68	1556.9643569107948			-8.76177605774046	0.1
73.26	1561.8421099129546			-9.005297776258608	0.1
72.85	1566.6037259388722			-9.072270700009316	0.1
72.44	1571.3653419647899			-8.76280572002707	0.1
72.02	1576.2430949669497			-9.262041016496447	0.1
71.61	1578.6896905383478			-9.314262747204415	0.1
71.2	1581.0175671120785			-9.084645159353116	0.1
70.79	1583.345443685809			-8.915186535882745	0.1
70.37	1585.7300977369478			-8.871020779634987	0.1
69.95	1588.0405042185012			-8.694940040139956	0.1
69.47	1590.0530464660703			-8.79458473274557	0.1
68.98	1592.1075166771304			-8.658501122187541	0.1
68.5	1594.1200589246996			-8.719060254439162	0.1
68.01	1596.1745291357597			-8.515282394114136	0.1
67.52	1597.2021152251116			-8.310646753484173	0.1
67.04	1598.1877733509727			-8.512775439905791	0.1
66.55	1599.1939660211224			-8.386892886933747	0.1
66.07	1600.1796241469835			-8.487643799974657	0.1
65.58	1601.6509935223673			-8.679772378554667	0.1
65.1	1603.168282168496			-8.767671308237908	0.1
64.61	1604.7171809947522			-8.796981599066065	0.1
64.12	1606.2660798210084			-8.854705677499407	0.1
63.63	1610.3771318274305			-8.407286020150984	0.1
63.14	1615.3191524328251			-8.641521993986494	0.1
62.65	1620.2611730382198			-8.746053051948683	0.1
62.16	1625.2031936436147			-8.456280380892485	0.1
61.67	1627.9890119791671			-8.597522300383032	0.1
61.18	1629.72939891116			-8.804841400908652	0.1
60.69	1631.4697858431527			-8.959702538741292	0.1
60.2	1633.2101727751453			-8.891425751878261	0.1
59.76	1635.1253085415392			-9.042046371051399	0.1
59.35	1637.1834637034876			-8.892930104722263	0.1
58.95	1639.191419959047			-8.84178988389722	0.1
58.55	1641.1993762146062			-8.844396390261004	0.1
58.15	1643.2073324701655			-8.706263431955474	0.1
57.74	1646.0902944274526			-8.59857688702735	0.1
57.34	1649.367184214302			-8.599629803936738	0.1
56.94	1652.6440740011515			-8.841758667704932	0.1
56.53	1656.0028860326722			-8.496183894808546	0.1
56.13	1659.2797758195215			-8.544704402849906	0.1
55.73	1660.8273727408189			-8.791073863239022	0.1
55.32	1661.5602215320564			-8.459175501438057	0.1
54.91	1662.293070323294			-8.670681716865108	0.1
54.43	1663.1510396398648			-8.686044969163133	0.1
53.96	1663.9916936960367			-8.84427939848571	0.1
53.49	1664.8383580811096			-8.82883499985714	0.1
53.02	1665.6850224661825			-8.840905891658904	0.1
