depth	true_age	cal_c14_age	sigma_age	d18O	sigma_d18O
0.0	1983.0				
2.5	1969.6612766085575	1970.0	0.5		
27.75	1835.337229225834	1836.0	1.0		
35.25	1787.1631334360234	1787.0	1.0		
54.0	1661.2581750013403	1660.0	1.5		
72.5	1555.2247394517378	1559.0	2.0		
78.75	1511.1726773570606	1512.0	1.5		
96.75	1279.400158115848	1278.0	2.5		
98.0	1274.2155482162607	1271.0	4.0		
0.1	1982.542097743053			-8.849752481534319	0.1
0.16	1982.2673563888852			-8.822149047626596	0.1
0.26	1981.8094541319383			-8.799725339807129	0.1
0.36	1981.3515518749916			-8.948994834498077	0.1
0.52	1980.6189082638766			-8.880514779437805	0.1
0.68	1979.8862646527618			-8.67699436757598	0.1
0.78	1979.428362395815			-8.674412601226921	0.1
0.89	1978.9246699131736			-8.587655420342262	0.1
1.04	1978.2378165277532			-8.557964154297071	0.1
1.2	1977.5051729166385			-8.679175969433507	0.1
1.3	1977.0472706596915			-8.63938736880055	0.1
1.41	1976.5435781770502			-8.589316492355168	0.1
1.56	1975.85672479163			-8.568247244378652	0.1
1.72	1975.124081180515			-8.56956591373609	0.1
1.82	1974.6661789235684			-8.408855634956602	0.1
1.93	1974.1624864409268			-8.491653905897145	0.1
2.08	1973.1530642064345			-8.466008064154028	0.1
2.24	1971.8352292998609			-8.70338342159822	0.1
2.34	1970.9990936493598			-8.70362451476117	0.1
2.45	1970.0793444338083			-8.683516807628349	0.1
2.6	1968.8251409580564			-8.703809770303788	0.1
2.71	1967.905391742505			-8.691589961757474	0.1
2.76	1967.4873239172543			-8.65914169585444	0.1
2.81	1967.0692560920036			-8.639469297867715	0.1
2.86	1966.651188266753			-8.518523017663712	0.1
2.97	1965.7314390512015			-8.675477182882446	0.1
3.13	1964.3936220103994			-8.730647755413509	0.1
3.28	1963.1394185346476			-8.865715626101688	0.1
3.39	1962.219669319096			-8.919746171356675	0.1
3.49	1961.3835336685947			-8.723007885629926	0.1
3.65	1960.0457166277927			-8.729409865966076	0.1
3.8	1958.7915131520408			-8.743237027584954	0.1
3.91	1957.8807893030416			-8.588672839543788	0.1
4.01	1957.1035016125177			-8.629166301433017	0.1
4.17	1956.2498242746508			-8.512823819506206	0.1
4.32	1955.4826911190148			-8.357222377792976	0.1
4.43	1954.9201268048816			-8.425218231850387	0.1
4.53	1954.4087047011244			-8.49111578951046	0.1
4.69	1953.5904293351127			-8.30578103816633	0.1
4.84	1952.8232961794768			-8.511981107848136	0.1
4.95	1952.2607318653438			-8.380854247717217	0.1
5.04	1951.800451971962			-8.554798798968301	0.1
5.16	1951.1867454474534			-8.330246108886342	0.1
5.28	1950.5730389229445			-8.576569802806022	0.1
5.36	1950.1639012399387			-8.634909885515631	0.1
5.44	1949.7547635569329			-8.564914803549556	0.1
5.56	1949.1410570324242			-8.497778243818336	0.1
5.69	1948.4762082975396			-8.647979939542472	0.1
5.77	1948.0670706145338			-8.483321246730453	0.1
5.85	1947.657932931528			-8.595253180236593	0.1
5.97	1947.044226407019			-8.53166695757365	0.1
6.09	1946.0790334664364			-8.712037206499216	0.1
6.17	1945.3696830894055			-8.917847695958281	0.1
6.25	1944.6538634722353			-8.859931966341602	0.1
6.37	1943.5801340464802			-8.901620705239482	0.1
6.77	1940.00103596063			-8.599124914571107	0.1
7.18	1936.3324604226332			-8.64689714152357	0.1
7.58	1932.7533623367826			-8.528077073014893	0.1
7.98	1929.1742642509323			-8.391641952361704	0.1
8.39	1927.5225370762048			-8.359083787958195	0.1
8.79	1926.01200141422			-8.274784548924098	0.1
9.19	1924.5014657522356			-8.604173225610115	0.1
9.6	1922.9531666987014			-8.508782262099404	0.1
10.0	1921.533434593569			-8.664188275896795	0.1
10.43	1920.314732880742			-8.33423494284913	0.1
10.85	1919.213064914441			-8.517523577991723	0.1
11.28	1918.0851667584664			-8.594568575063969	0.1
11.71	1916.9509980774246			-8.599836833671066	0.1
12.14	1915.1446433752856			-8.265675272531745	0.1
12.56	1911.9887941952913			-8.19141609052487	0.1
12.99	1908.7578057491066			-8.282317236574706	0.1
13.42	1905.5268173029222			-8.463955426495959	0.1
13.85	1902.2958288567374			-8.715234820675933	0.1
14.27	1900.3558145087654			-8.854940545320117	0.1
14.7	1899.0611556098756			-8.608953878314827	0.1
15.13	1897.7664967109858			-8.571692983392477	0.1
15.57	1896.44172946561			-8.658456832074855	0.1
16.01	1895.2108499818082			-8.476043881437349	0.1
16.45	1894.3980875405753			-8.402434831120312	0.1
16.89	1893.665748581678			-8.5431107168259	0.1
17.32	1892.9500536900284			-8.481499043350793	0.1
17.76	1892.217714731131			-8.507990997615998	0.1
18.2	1891.2921429754863			-8.689862718638459	0.1
18.64	1890.2197514164782			-8.694126413465037	0.1
19.08	1889.1207787472408			-8.567051408493715	0.1
19.52	1888.0218060780035			-8.594161241803196	0.1
19.96	1886.8412684579878			-8.491825574479108	0.1
20.38	1884.2958454119407			-8.64437158025174	0.1
20.81	1881.436253312129			-8.457358372310447	0.1
21.23	1878.6431633541736			-8.513102223003475	0.1
21.65	1875.850073396218			-8.651203238590405	0.1
22.08	1873.2187787567304			-8.770443786192928	0.1
22.5	1871.3900577774662			-8.827670184200327	0.1
22.92	1869.5988076282833			-8.554558056747823	0.1
23.35	1867.7649086660247			-8.37138641933217	0.1
23.77	1865.9736585168419			-8.363022605283557	0.1
24.19	1864.457721246326			-8.551625588317277	0.1
24.62	1863.2432275520032			-8.479753534446077	0.1
25.04	1862.0580767924544			-8.44682558357362	0.1
25.44	1860.9293617833605			-8.552010026875404	0.1
25.83	1859.7631820639724			-8.69606974110295	0.1
26.23	1856.1933069104557			-8.948976110100652	0.1
26.63	1850.7048654145026			-8.661603216913607	0.1
27.02	1845.3536349559483			-8.639623187896557	0.1
27.42	1839.8651934599952			-8.632910388760333	0.1
27.82	1834.3767519640423			-8.479396674944699	0.1
28.21	1830.8555694549702			-8.752797100462368	0.1
28.61	1828.8529335770788			-8.644153453203048	0.1
29.01	1826.8502976991872			-9.055217156035718	0.1
29.4	1824.8977277182428			-9.03275231756315	0.1
29.8	1822.8950918403511			-8.937826430920106	0.1
30.22	1820.9645893490592			-8.96943833385812	0.1
30.66	1819.106220244367			-9.000975162693255	0.1
31.11	1817.2056154782044			-8.93165493174676	0.1
31.55	1815.347246373512			-8.76402395121616	0.1
31.99	1813.3114349049788			-8.745880060070826	0.1
32.43	1809.1534877465463			-8.477237284657793	0.1
32.88	1804.6606523108221			-8.343064973869488	0.1
33.32	1800.2676576625583			-8.319527356304874	0.1
33.76	1795.8746630142948			-8.7625515569294	0.1
34.2	1792.4680280065668			-8.767126302286194	0.1
34.65	1790.1945017620483			-8.391132613258408	0.1
35.09	1787.9714983229633			-8.563786984702267	0.1
35.54	1785.6979720784448			-8.49218684578665	0.1
35.98	1783.301967983641			-8.639103733426117	0.1
36.43	1776.9309921528188			-8.414548425751198	0.1
36.88	1770.1883900736257			-8.541609510447335	0.1
37.32	1763.5956235961924			-8.549651872423768	0.1
37.77	1756.8530215169992			-8.828333462508107	0.1
38.21	1751.9624836345154			-8.570939158410333	0.1
38.66	1748.8675142587854			-8.589069403225947	0.1
39.11	1745.7725448830554			-8.539908281823996	0.1
39.55	1742.746352604564			-8.756328616356546	0.1
40.0	1739.690485844005			-8.866884292111669	0.1
