depth	true_age	age	sigma_age	ref	sigma_ref
0.0	1983.0				
2.5	1970.030606050613	1970.0	0.5		
27.75	1836.3597272885393	1836.0	1.0		
35.25	1786.853522281651	1787.0	1.0		
54.0	1660.4230265140402	1660.0	1.5		
72.5	1561.880639131714	1559.0	2.0		
78.75	1512.9565291436568	1512.0	1.5		
96.75	1280.179792304484	1278.0	2.5		
98.0	1272.3007369017814	1271.0	4.0		
98.99	1255.8758798893593			-8.876463312010017	0.1
98.75	1259.857663407522			-8.724489965186532	0.1
98.51	1263.839446925685			-8.495444345757969	0.1
98.27	1267.8212304438482			-8.758362231989558	0.1
98.03	1271.803013962011			-8.778342197900292	0.1
97.79	1273.6244182094354			-8.753828058427338	0.1
97.55	1275.1371968467545			-8.863125806415322	0.1
97.31	1276.6499754840731			-8.612766001269588	0.1
97.07	1278.1627541213923			-8.548874604249612	0.1
96.83	1279.6755327587111			-8.443842335562339	0.1
96.59	1281.18831139603			-8.521884967608216	0.1
96.35	1282.701090033349			-8.537752821103414	0.1
96.11	1284.2138686706678			-8.614350155075407	0.1
95.87	1285.7455591960193			-8.62037579317472	0.1
95.63	1287.2932520881677			-8.467229765208689	0.1
95.38	1288.9054321841554			-8.695587825783505	0.1
95.14	1290.4531250763039			-8.68731029085422	0.1
94.9	1292.000817968452			-8.855000597683475	0.1
94.66	1293.5485108606006			-8.883740465961997	0.1
94.41	1295.1606909565885			-8.975856592864247	0.1
94.17	1296.7083838487367			-9.197303244810985	0.1
93.92	1298.9148602031662			-9.06331701867067	0.1
93.68	1302.245441870639			-8.884844818602325	0.1
93.43	1305.7147977742568			-8.768026752488742	0.1
93.19	1309.04537944173			-8.700730555306956	0.1
92.94	1312.5147353453476			-8.652429871652826	0.1
92.7	1315.8453170128207			-8.606582407005838	0.1
92.45	1319.3146729164384			-8.371270418701465	0.1
92.21	1322.6452545839115			-8.501944576681177	0.1
91.96	1326.0370972995047			-8.480337203029647	0.1
91.72	1328.902599838831			-8.791295080651087	0.1
91.47	1331.887498317296			-9.146444916832543	0.1
91.23	1334.753000856622			-8.874223686887767	0.1
90.98	1337.737899335087			-8.853291158888018	0.1
90.74	1340.6034018744133			-8.705219233143021	0.1
90.49	1343.5883003528782			-8.708191050007546	0.1
90.25	1346.4538028922043			-8.76155324439589	0.1
90.0	1349.4387013706692			-8.71649014100942	0.1
