depth	true_age	cal_c14_age	sigma_age	d18O	sigma_d18O
0.0	1983.0				
2.5	1970.2253385123706	1970.0	0.5		
27.75	1833.746906944929	1836.0	1.0		
35.25	1786.593798332606	1787.0	1.0		
54.0	1659.3747614280853	1660.0	1.5		
72.5	1559.24419732335	1559.0	2.0		
78.75	1514.488822692046	1512.0	1.5		
96.75	1282.1950051000308	1278.0	2.5		
98.0	1264.9216561928877	1271.0	4.0		
0.1	1982.4981637354547			-8.8532672021422	0.1
0.16	1982.1970619767276			-8.827772600599207	0.1
0.26	1981.6952257121823			-8.800867624004692	0.1
0.36	1981.193389447637			-8.950576458771625	0.1
0.52	1980.3904514243643			-8.86223823227682	0.1
0.68	1979.5875134010919			-8.638156704858888	0.1
0.78	1979.0856771365466			-8.629863517522018	0.1
0.89	1978.5336572455467			-8.552464280255846	0.1
1.04	1977.7809028487286			-8.529987752261132	0.1
1.2	1976.9779648254562			-8.664461485425228	0.1
1.3	1976.4761285609109			-8.648446677791583	0.1
1.41	1975.924108669911			-8.600946969197063	0.1
1.56	1975.1713542730931			-8.575100949564021	0.1
1.72	1974.3684162498205			-8.57080672554124	0.1
1.82	1973.8665799852752			-8.408855634956602	0.1
1.93	1973.3145600942753			-8.491653905897145	0.1
2.08	1972.523452326168			-8.475539017630672	0.1
2.24	1971.6490653346666			-8.714553259509882	0.1
2.34	1971.1014780953221			-8.697490511509834	0.1
2.45	1970.499132132043			-8.662527422716614	0.1
2.6	1969.6777512730262			-8.714084463872924	0.1
2.71	1969.075405309747			-8.712344014854944	0.1
2.76	1968.8016116900747			-8.675173929655935	0.1
2.81	1968.5278180704024			-8.650025659275764	0.1
2.86	1968.2540244507302			-8.506162920015962	0.1
2.97	1967.6516784874511			-8.606677916466552	0.1
3.13	1966.7755389044999			-8.585488130812488	0.1
3.28	1965.954158045483			-8.704501304303786	0.1
3.39	1965.3518120822039			-8.795119325602407	0.1
3.49	1964.8042248428592			-8.665577711628632	0.1
3.65	1963.928085259908			-8.7995434579022	0.1
3.8	1963.106704400891			-8.889393193947276	0.1
3.91	1962.5094230620891			-8.79178601620922	0.1
4.01	1961.9826394910503			-8.916913098608598	0.1
4.17	1961.520392592626			-8.841355749911955	0.1
4.32	1961.0870361253533			-8.7074396281099	0.1
4.43	1960.7692413826865			-8.785366374567491	0.1
4.53	1960.4803370711713			-8.859500778724518	0.1
4.69	1960.018090172747			-8.67915356847777	0.1
4.84	1959.5847337054743			-8.877153851575738	0.1
4.95	1959.2669389628077			-8.697113647175506	0.1
5.04	1959.006925082444			-8.825051748637835	0.1
5.16	1958.6602399086257			-8.521932649062967	0.1
5.28	1958.3135547348074			-8.719438707234733	0.1
5.36	1958.0824312855952			-8.753948486993561	0.1
5.44	1957.8513078363833			-8.67082048770506	0.1
5.56	1957.504622662565			-8.596233885079277	0.1
5.69	1957.1290470575952			-8.738364701000966	0.1
5.77	1956.8750032052335			-8.57121794037011	0.1
5.85	1956.5919829114196			-8.656429971981797	0.1
5.97	1956.1674524706984			-8.544715422733121	0.1
6.09	1955.0213084322027			-8.589425305424259	0.1
6.17	1953.9438548680291			-8.679434820045653	0.1
6.25	1952.8664013038554			-8.541592952850564	0.1
6.37	1951.2502209575948			-8.666598609480003	0.1
6.77	1945.8629531367262			-8.491479851478337	0.1
7.18	1940.341003620336			-8.59007706911685	0.1
7.58	1934.9537357994675			-8.688289401211847	0.1
7.98	1929.7285825271792			-8.358382855786878	0.1
8.39	1927.552270721816			-8.360867806694879	0.1
8.79	1925.762697526186			-8.284276647876661	0.1
9.19	1923.9731243305557			-8.620292224954957	0.1
9.6	1922.1388118050347			-8.51692581103607	0.1
10.0	1920.3250324177516			-8.61193317281521	0.1
10.43	1918.2052886789909			-8.432475635687418	0.1
10.85	1916.1111980492844			-8.481427277786644	0.1
11.28	1913.9672481188709			-8.26000609938324	0.1
11.71	1911.8232981884573			-8.314737025928599	0.1
12.14	1908.8504428751744			-8.211358347489378	0.1
12.56	1904.2696360968605			-8.39602336858766	0.1
12.99	1899.5797624904912			-8.725051409047907	0.1
13.42	1894.8898888841222			-8.580296291642064	0.1
13.85	1890.200015277753			-8.580818928569927	0.1
14.27	1887.23616205591			-8.699083636669389	0.1
14.7	1885.1214367061425			-8.433811346560525	0.1
15.13	1883.006711356375			-8.358440895005973	0.1
15.57	1880.8428063473107			-8.541086168375031	0.1
16.01	1878.7338980028915			-8.450454021598778	0.1
16.45	1877.0043106505957			-8.512089979072659	0.1
16.89	1875.3188463113581			-8.666425688459462	0.1
17.32	1873.6716879798303			-8.627066357554753	0.1
17.76	1871.9859254722721			-8.632345292238622	0.1
18.2	1869.9455693443683			-8.780556707830572	0.1
18.64	1867.4786870997598			-8.596120042141973	0.1
19.08	1865.0118048551512			-8.505843621021306	0.1
19.52	1862.5449226105425			-8.526426571534572	0.1
19.96	1860.078040365934			-8.470238259058986	0.1
20.38	1859.2606884037027			-8.682537763774114	0.1
20.81	1858.5319579176223			-8.584169346443161	0.1
21.23	1857.8465695485465			-8.57426087585376	0.1
21.65	1857.161181179471			-8.594755991411567	0.1
22.08	1856.0834931921645			-8.775635110189434	0.1
22.5	1853.912351212961			-8.920658281237218	0.1
22.92	1851.6631058994458			-8.54366663772721	0.1
23.35	1849.360307126085			-8.439691317272526	0.1
23.77	1847.1110618125697			-8.479690750906466	0.1
24.19	1845.3167409706641			-8.697048375854019	0.1
24.62	1843.9897656521123			-8.594004024612873	0.1
25.04	1842.7097366758483			-8.397539328686932	0.1
25.44	1841.4906614603588			-8.407290183064644	0.1
25.83	1840.3020631252564			-8.593987216092692	0.1
26.23	1838.990515404867			-8.770903791910088	0.1
26.63	1837.6106184417254			-8.785829024102203	0.1
27.02	1836.2652189026624			-8.77431880984331	0.1
27.42	1834.8853219395207			-8.795647751521715	0.1
27.82	1833.5054249763793			-8.419582016404075	0.1
28.21	1831.1586224562727			-8.73475583949665	0.1
28.61	1827.8712912435246			-8.73845642386419	0.1
29.01	1824.5839600307766			-9.121163730257697	0.1
29.4	1821.3788120983472			-9.204912175155421	0.1
29.8	1818.0914808855991			-8.705791165143033	0.1
30.22	1815.4981647870848			-8.63078135137914	0.1
30.66	1813.598863802804			-8.670443457228023	0.1
31.11	1811.6563968870626			-8.724589506714166	0.1
31.55	1809.7570959027819			-8.495276014331317	0.1
31.99	1807.8906546708427			-8.555443559629893	0.1
32.43	1806.4586934215506			-8.437928332373387	0.1
32.88	1805.0396910855732			-8.361223090895578	0.1
33.32	1803.6522221348396			-8.327830056729148	0.1
