depth	true_age	age	sigma_age	ref	sigma_ref
0.0	2010.0				
31.0	1948.5724556361465	1949.09	1.0		
59.0	1885.0108999162967	1885.68	2.2		
64.5	1832.0041740372048	1849.3	13.65		
69.0	1801.8293918731324	1815.3	13.42		
79.0	1774.5280374482086	1778.27	2.83		
104.0	1676.2150534889372	1675.08	1.3		
107.5	1667.4433364761148	1667.96	1.87		
123.0	1648.5211422389787	1657.41	5.48		
140.3	1564.1852026637985	1523.4	36.74		
174.5	1362.5439525443392	1362.34	5.22		
175.0	1360.0843536040775			-4.828016068383456	0.08
174.5	1362.5439525443392			-5.109084714284302	0.08
173.5	1367.4631504248628			-4.85638206202758	0.08
172.0	1376.9499536581025			-4.997843488960804	0.08
170.5	1388.28126250224			-5.0067104775678475	0.08
169.5	1395.8354683983316			-5.032056647562461	0.08
168.0	1402.1749499130524			-5.111284068911381	0.08
167.0	1405.5692997012966			-5.146893314607484	0.08
166.0	1408.963649489541			-5.143347157706442	0.08
164.5	1415.4102095898097			-5.218292922967215	0.08
163.5	1420.036409757965			-4.840213505607379	0.08
162.5	1424.6626099261205			-4.475615537001609	0.08
161.5	1429.8694005325935			-4.589106598042706	0.08
160.0	1438.55047209978			-4.733687713191092	0.08
158.8	1445.4953293535293			-5.0117943983467725	0.08
157.5	1454.7205544962058			-5.150650484610368	0.08
156.5	1462.3986353014946			-4.801112664515227	0.08
155.5	1470.0767161067834			-4.940223970127053	0.08
154.0	1479.6506611047553			-4.818620577555937	0.08
152.8	1485.9495937561599			-5.1856570064575696	0.08
151.5	1492.7734374618483			-5.1868644300560085	0.08
150.5	1495.7454985563406			-5.349761919533348	0.08
149.5	1497.7416813158284			-5.414779833464019	0.08
148.5	1499.7378640753159			-5.4594094641858035	0.08
147.0	1510.1342914423			-5.1872754493639155	0.08
146.0	1524.4673962480426			-4.844833493800849	0.08
145.0	1538.800501053785			-5.09375946984516	0.08
143.8	1553.7124636921867			-4.935719642393846	0.08
143.0	1556.0278950228233			-4.823933974309283	0.08
142.5	1557.4750396044712			-4.662266726448997	0.08
141.3	1560.9481866004262			-4.561614676912861	0.08
140.3	1564.1852026637985			-4.636668586072151	0.08
139.5	1569.2424491950464			-5.029574267568033	0.08
138.3	1576.8283189919184			-5.342787145623104	0.08
137.0	1585.0463446051963			-5.199353988350669	0.08
135.8	1587.8015175642918			-5.171218946902473	0.08
134.5	1589.7396372884605			-5.089586794222493	0.08
133.3	1591.5286708800006			-5.455300523044278	0.08
132.0	1605.719147287278			-4.848400889820701	0.08
131.0	1617.4203058494854			-4.888799618086448	0.08
129.5	1634.0818300844032			-5.019306618485785	0.08
128.3	1637.44065705833			-5.011236740927942	0.08
127.0	1641.0793862800845			-4.866123626038716	0.08
125.5	1644.6521976717938			-4.880609857405736	0.08
124.0	1646.9735644121047			-5.208138960016154	0.08
123.0	1648.5211422389787			-5.274326192702266	0.08
121.5	1650.5316064978815			-5.411411980519457	0.08
120.3	1651.9741632482528			-5.45811992358861	0.08
119.0	1653.536933061155			-5.469070546784193	0.08
118.0	1654.5775780953786			-5.530742236864553	0.08
116.5	1656.077988550057			-5.4952459532433	0.08
115.3	1657.2783169137995			-5.22933092813264	0.08
114.0	1658.5534235050768			-5.242456334409699	0.08
113.0	1659.53265619477			-5.122142700617896	0.08
111.8	1660.707735422402			-5.084137101831366	0.08
110.8	1662.1464989813644			-4.949486431668635	0.08
109.5	1664.166239140528			-5.196056563054327	0.08
108.5	1665.7198854168075			-5.005288150537424	0.08
107.5	1667.4433364761148			-4.971536852585522	0.08
106.0	1670.2832202396169			-4.732230333909913	0.08
105.5	1671.2298481607843			-4.757234805157271	0.08
104.0	1676.2150534889372			-5.115234077222718	0.08
103.0	1683.471613242899			-5.009351873798717	0.08
101.5	1694.3564528738414			-4.8919029494159645	0.08
100.5	1700.1850690350127			-4.566833086682065	0.08
99.0	1703.9301907020035			-4.89303120466708	0.08
98.0	1706.4269384799975			-5.236654034640789	0.08
96.5	1712.3196392926748			-5.235573702997479	0.08
95.0	1720.6667162718509			-5.168726891055582	0.08
94.0	1726.2314342579684			-4.982589433041899	0.08
93.0	1730.1281559776608			-5.012308596790283	0.08
91.5	1734.3052422907742			-4.810425100292913	0.08
91.0	1735.6976043951454			-4.549384239067602	0.08
90.0	1738.4823286038877			-4.615348731889318	0.08
89.0	1743.87312730088			-5.187516302244779	0.08
88.0	1749.2639259978723			-5.14958964249085	0.08
87.0	1754.6547246948646			-4.710136347691596	0.08
85.0	1758.4881511144918			-4.853527638837918	0.08
83.5	1759.1298802588826			-4.700407942104582	0.08
82.0	1762.6374429643042			-4.405117551803081	0.08
81.0	1766.6475543451866			-4.627000892334882	0.08
79.0	1774.5280374482086			-5.422598118754561	0.08
78.0	1777.839450535378			-5.362004940950544	0.08
77.0	1781.1508636225474			-5.259064020220694	0.08
76.0	1784.462276709717			-4.921581831437908	0.08
74.5	1787.8095033621087			-4.770307846214619	0.08
73.5	1789.6482864689488			-4.673091926573797	0.08
72.5	1791.4870695757888			-4.797518940356196	0.08
71.5	1793.9769495865294			-4.834629695158314	0.08
70.0	1798.6884149584912			-4.4150724365206555	0.08
69.0	1801.8293918731324			-4.527530239609524	0.08
67.8	1807.8266205590924			-4.741302962385613	0.08
66.5	1816.7373460563047			-5.33752132872277	0.08
65.0	1827.0189523992422			-5.0363626385194475	0.08
64.5	1832.0041740372048			-4.823916619306684	0.08
